"HITID","email","Worker","Answer","Date"
"324N5FAHSWA41UIXTTIPCRYCGT8VK3","Two years ago Enron North America made a decision to use Unify AR for cash 
application rather than SAP AR.  We decided at the time that SAP AR would be 
kept in sync with Unify AR by the Unify/SAP interface.  We believe that the 
business logic for that decision has changed, and are now recommending that 
Unify AR be permanently turned off and all AR functions be performed in SAP.  
I have briefly summarized the change in business situation below.

Two Years Ago	Today
Netting allowed by legal and credit ONLY if netting contract was already in 
place.	Netting encouraged by legal and credit wherever possible, regardless of 
existence of signed agreement.
Netting limited to one counterparty and legal entity at a time.	Canada nets across 
counterparties.
Netting performed in physical only, financial settlements to maintain 
separate net statement process.	ENA considering netting physical and financial 
together.
All account coordinators were to apply their own cash.	Cash applied centrally in 
Power, Financial and Canada  Individual coordinators apply cash only in 
physical Gas.
Cash was to be applied at the line item level to track variances and to 
facilitate calculation of cost of funds by commercial team.	Although gas 
settlements is applying cash for some invoices at the line item level, this 
functionality is not being used by power settlements and will not be used by 
financial settlements.  The company has not made any move towards calculating 
cost of funds by commercial team.
The Account Inquiry functionality in Unify was thought to be a key on-line 
tool.	Old habits die hard...most users appear to be printing reports and reviewing 
data, rather than using the on-line functionality.
Overapplication of cash was not to be allowed.  Overpayments would be 
classified as """"on account"""", with issues tracked in a case management system.	Case 
management system does not exist.  Allowing overapplication helps the account 
coordinators track overpayments easier than leaving cash on account.
The counterparty/legal entity combination on the deposit needed to match the 
counterparty/legal entity combination on the Enron invoice.	Given the number of legal 
entities Enron has, along with the number of entities our counterparties 
have, this seems like a hopeless battle.  Allowing cross-application of cash 
seems easier.
Corp required that intercompany settlements had to be """"settled"""" with cash 
movement.	Corp no longer requires intercompany settlements to be """"settled"""" with cash 
movement.

Converting to SAP AR simplifies the Unify/SAP interface in the following ways:
Bank deposits into SAP do not have to be split off into Unify
Cash entries in Unify do not have to be interfaced back to SAP
Unify netting entries do not have to be interfaced to SAP
Payables information does not have to be interfaced from SAP to Unify

Given the change in attitudes towards our netting business process we face 
two problems in Unify.  
Controls built into Unify are already obsolete.
Unify does not maintain all products in one database, making efforts to net 
across products in the future (physical with financial, for instance) 
impossible.

Our understanding of the netting process in SAP indicates that there are no 
controls (which sounds good at this point) and that we would retain the 
automatic netting entries when the payable is netted with the receivable 
within SAP.  However, we emphasize that netting would be done in SAP, not at 
the time of finaling a payment in Unify.

To repeat, we are recommending that Unify AR be turned off and we convert to 
SAP AR.  We will schedule a meeting the week of February 22 to discuss.  
Please call me at X33179 with any questions or comments.  We WILL make this 
decision by February 28 because the SAP timeline does not allow any 
additional time for consideration.

Stephen","A2653BIPJKEMRK","Read Later","2017-09-11 17:14:46 UTC"
"3MDKGGG61PMIPNTJMUO91Q59ID8T6G","I assume this meeting is strictly for Accenture and PWC to pitch their vision 
to Enron on how they would help add value or help Enron execute mid/back 
office and/or CommodityLogic in a commercial manner.  I don't want this 
meeting related at all to Andy's efforts with Accenture related to 
transaction feeds unless Andy thinks it is OK.

I have told Baldwin at Accenture that Mid/back office and CommodityLogic is 
separate from what he is working on with Dave Samuals and Andy on Transaction 
hubs and is separate from DealBench, etc.  If we are not careful, Accenture 
will be working with four or five different points of contact at Net Works 
and we will end up hurting ourselves.

I am counting on Salley, Rex, Andy and Tom ASAP to each understand what the 
other is doing with Accenture and make sure there is no way Accenture can 
work us to our disadvantage. I also think Accenture needs to earn our 
business because others can do what they are offering.

Also, check with Rex Shelby on PWC.  We just had an uncomfortable experience 
with PWC that everyone should understand.  I recommended an Accenture meeting 
but if Tom wants PWC, he should understand what they did to Rex.

Remember, all of this is very confidential so let's be very careful 
internally and no meetings without transaction specific NDAs.

Your thoughts?

I am out next week but will check voice mail daily at 36635.

Good luck.

GP
","A2653BIPJKEMRK","Read Later","2017-09-11 17:15:30 UTC"
"371DNNCG4315T1C7F9L7L410O8YT82","FYI - While I simply received an assessment from Jenny, there is obviously a listing of equipment that exists.  Looks as if Paige Cox on Jenny's team would be the person to get with on this. ","A2WGW5Y3ZFBDEC","Action Required","2017-09-11 17:18:30 UTC"
"3SR6AEG6W4SU3YCUSJ2C6YME6T6YHB","Sally,

This morning I spent some time with David Maxwell of the Merchant Asset 
group.  I am very intrigued by the work the group does.  Knowing that Todd 
Hall has moved on to EGM and that the Merchant Asset Group is in transition 
to report to Shona Wilson, I have a recommendation.  I would like for the 
Merchant Asset Group to report to me.  Although I do not know all the 
methodologies used by the group, I am familiar with the valuation of assets 
and understand the underlying principals for most methods.  At Fleming I was 
involved, at a much smaller scale, in the reporting of similar portfolios and 
believe that I can be of assistance to the group in moving away from their 
current spread sheet environment.  Also, I enjoyed talking with David Maxwell 
and understand what he is up against.  I believe he and I would work really 
well together.

Let me know what you think.

Thanks.

James","A2WGW5Y3ZFBDEC","Action Required","2017-09-11 17:18:46 UTC"
"3K3G488TR179E31D07K94FGM2BYQ5J","Russell - as I remember, Willie finaled the Supply Verification and it was 
interfaced to SAP.  This is fine, and then Willie was going to net the A/P 
and A/R.  SAP went down after the statement was interfaced, but before Willie 
was able to block or net the payment.  When SAP came back up the next day, 
the payment had already gone out and we were unable to recall the wire.  If 
you have any further questions about this, call me.  Thanks.","A2WGW5Y3ZFBDEC","Read Later","2017-09-11 17:19:39 UTC"
"3YGYP136408DGTMJHM5V3MQDPI0NR7","Dear Energy Operations:

As I have reflected upon the accomplishments of this group, I wanted to 
express my appreciation for all the hard work and dedication that you have 
demonstrated.  We have done great work and I want to recognize you for that.  

Although we have done much, we have much yet to do.  Therefore, as we go 
forward, I want to make sure that you have all the necessary tools to do the 
best possible job, and that any barriers that may impede your work are 
removed.

To help in this effort, I have asked a consulting organization -- S.J. Bashen 
Corporation -- to survey our organization; to """"take its pulse"""" if you will; 
to help us understand what we do well and not so well; in essence, to assist 
us in acquiring the """"necessary tools"""" and breaking down any """"barriers.""""  SJBC 
is comprised of seasoned consultants who assist organizations like our to 
help on issues like this.  SJBC will meet with members of our group in a 
private setting where we can highlight our successes, discuss our concerns, 
ask our questions, make our comments, and the like.  This collective 
information (who said what is not disclosed) then is studied by SJBC with the 
goal of providing us an opinion regarding our strengths and weaknesses.

Many of you will be receiving a phone call in the near future from a SJBC 
consultant.  Please schedule a time to partcipate at your earliest 
opportunity, as this effort will be a success for our group only if we 
cooperate to the fullest extent.  Of course, given the size of our group, it 
will not be possible to meet with each of you.  Therefore, if you have not 
received a call from SJBC by August 15 but would like to share your thoughts 
with them, please feel free to contact Cheryl Brown at 713.780.8056 and 
Cheryl will be glad to include you in our survey.

Communication is one of Enron's core values.  I want to stress that, only by 
open communication will this survey be a success.  Please be candid.  Thank 
you.

Sally","A2WGW5Y3ZFBDEC","Action Required","2017-09-11 17:20:00 UTC"
"3P7QK0GJ3SKQTYJH5K1OX1PEN4T2ZP","Sally,  it doesn't appear that the fax machines already in ECS will be sufficient for your needs.  Let me know if you would like us to assist your group in getting additional fax machines.  I have to believe that there are numerous excess machines around here.   JR","A2653BIPJKEMRK","Read Later","2017-09-11 17:20:29 UTC"
"39N6W9XWRCMG32HJ8DKULYADRTTYGC","Sally,

Shari and I would like to schedule an hour of your time from 3:00 pm to 4:00 
pm on Wednesday, October 25.  During this time Shari will present to 
you the September results for the Operations Pricing Model.  We would also 
like to give you a briefing of the overall status of the project.

Let me know if this is a good time.","A2653BIPJKEMRK","Action Required","2017-09-11 17:21:01 UTC"
"33J5JKFMK5X60OE9MOWGPII2OF7Q3T","Sally:
Thank you for forwarding this information to me.  I instructed the candidates 
on campus that we would be in touch with them within 2 weeks.  Actually, for 
OU students, I will be calling them personally tomorrow to let them know 
their status.  Their invitation letters will be sent shortly thereafter.

Thanks!

lexi","A2653BIPJKEMRK","Read Later","2017-09-11 17:20:55 UTC"
"34YWR3PJ279USTGOPF9PHSGOI6B0X6","THIS MESSAGE IS BEING SENT OUT ON BEHALF OF GREG NIKKEL AND KIM LESLEY


Below is a summary of our activities this past week

Accomplishments:
Delivered workshops at NEPCO
Gained agreement with NEPCO on status of showstopper reports
Scheduled India' s workshops for next week
Rolled out (to NEPCO) the user manuals developed


Upcoming:
Complete gathering of data points and begin to layout longer term strategy 
(Elaine and Kim)
Develop additional workshops (design and data flow, consolidations and 
intercompany)
Develop and deliver second evaluation
Roll out manuals to user group in Houston 


Where are we at?
We should be able to ask more specific questions in our follow up evaluation 
to get better data on what specifically they don't like about the reporting 
out of SAP but as a rule so far we have consistently heard the issue of 
management quality reports, ability to pull data from across modules (ie. HR 
and PS data) and I can't get the data the way I want to see it therefore I 
don't understand what the data is telling me. 

This last point will be helped by these workshops (ability to view the data 
in mulitple ways) but only to the extent where people use the tools available 
and spend a little time to work with the system.  The design sessions 
(upcoming) should help address some of these questions aswell - one big 
learning from this has been that the majority of users do not understand 
their business unit design or the overall design and therefore can't figure 
out what the system data is telling them.  This is being addressed in the 7/1 
training plan and will also be addressed in the long term reporting strategy.

Thanks, again if you have any questions please contact Melissa, Greg or 
myself.

Kim Lesley","A8NUCTL00M11Q","Action Required","2017-09-11 17:22:18 UTC"
"3YCT0L9OML8PH8MWWB50TWV9BKJNSV","When you and I met we discussed most of these names.  I added the Calgary guy and Max.  I also want to share this info with Bob Shults and his EOL marketing team.  They talk with a lot of customers and may have the opportunity to bring up our services as well.  We have spent some time with Jean Mrha and John Grass, and will share the presentation with them as well.  

Do you want to add any names?   If we do wind up with one date that will work for most, I will let you know that tomorrow so that you can attend if you would like.","A2WGW5Y3ZFBDEC","Action Required","2017-09-11 17:23:37 UTC"
"35F6NGNVM7I1TN7O54T17455DOST7F","In order for me to insure that I have the apropriate room accommodations and 
so that I can begin to plan our interview schedules for next week, please 
confirm the following:

Sally Beck -- Monday night only: interview Monday (after 9am) and Tuesday 
until noon
James Scribner -- Monday night only:  interview Monday (after 9am) and 
Tuesday until noon
Patrick Wade -- Sunday night only: interview Monday (all day)
Pat Maloy -- Sunday night only: interview Monday (all day)
Jody Crook -- Sunday night only: interview/greet (as needed) Monday only
Justin O'Malley -- Monday night only: Greeter Tuesday?
Mark McConnell -- participation uncertain
Tana Cashion -- No room needed: interview Monday (all day) and Tuesday?

If you are available to come Sunday night for a pre-interview reception, 
please let me know.
Also, if you will be able to help in addition to the times listed beside your 
name, please let me know -- the more Tuesday interviewers we have, the better!

It is our goal to conduct round 1 interviews and begin round 2 interviews on 
MONDAY.  We plan to finish Round 2 by noon on Tuesday so that we can all 
return home to Trick-or-Treat!!!!

Thank you!","A2WGW5Y3ZFBDEC","Action Required","2017-09-11 17:23:44 UTC"
"3P458N04Q0G1O3J242D30G93F4V2XS","Why don't you and Rahil agree on the draft ASAP and then let Rahil send it out in draft form this Friday afternoon to all these individuals for their review and comments.  Rahil can work with these people directly next week on their comments.  Rahil is free from the day-to-day operations issues and has the time to push the product menu to the EA Originators.

We can still set up an offsite to finalize, but we need to get something out because these individuals are already out selling as we speak.

GP","A2WGW5Y3ZFBDEC","Action Required","2017-09-11 17:23:52 UTC"
"37NXA7GVSS5FL00FETUQRRBR5TDLVW","FYI.  Here it is.  I think this might do it.  It would at least set the stage 
for any further discussion that might be necessary.

Stephen","A2WGW5Y3ZFBDEC","Read Later","2017-09-11 17:24:57 UTC"
"3AQN9REUTEFDRI7S6NJMFD7GE1DYD2","I will be out of the office on vacation on Friday, March 2 and Monday, March 
5.  I will check messages at the end of both business days.  My assistant, 
Patti Thompson ( x35926) will have contact numbers for me.  Since I will be a 
chaperone for my daughter and 80 other girls from the high school drill team 
at state competition in Dallas, it is unlikely that I will be easily 
reachable during the day.  

I will be back in the office on Tuesday, March 6.","A2WGW5Y3ZFBDEC","Read Later","2017-09-11 17:24:07 UTC"
"3SBX2M1TKCMRIKXDM21ZZNA82F3Q4E","At the Financial Council meeting last Thursday, we distributed a write-up 
entitled """"Workshops"""".  In it we discussed the work performed to date, the 
results, and three options for proceeding.

Could you please take a look at the document (it's a very quick read), call 
me if you need more information, and then """"vote"""" for which option you would 
prefer?  I would appreciate your response by this Friday.  if you don't vote, 
then you will get what the majority votes for.  If there is significant 
division in the votes, we can discuss a """"tailored"""" approach at the next 
Financial Council meeting.

We are trying to do what YOU want; we just need you to tell us which approach 
you prefer.  Thanks! ","A2WGW5Y3ZFBDEC","Action Required","2017-09-11 17:25:04 UTC"
"33QQ60S6ARH2BPMTKAY2XLHKOOU0UE","Please contact me to determine the salary adjustment that you want to give to 
your newly promoted employee.    If the employee has been promoted out of 
your department but is still within ENA please pass this e-mail to their 
current department head. 
I am still missing salary adjustments for 9 employees and I am not able to 
present the aggregate amounts to the Head of the Business Unit for final 
review.
You can reach me at ext. 36703 at your convenience. 
Thanks for your help in this matter, hgm","A2WGW5Y3ZFBDEC","Action Required","2017-09-11 17:25:09 UTC"
"3E9VAUV7BVDFTB4GMDSKPCZATYGYA0","Hector, this is to verify our conversation regarding the increase in annual 
base salary for Jesse Villarreal from $50,160 to $56,000.

 If possible please process the increase to be effective October 1.

Jesse is a Specialist in cost center 105603 on the Logistics East scheduling 
team reporting to Manager Ed Terry.

Both Sally and Bob have agreed to this change.

Let me know if you need any additional info., thanks - Bob Superty ","A2WGW5Y3ZFBDEC","Action Required","2017-09-11 17:24:21 UTC"
"302U8RURJY059030Q6A54JFGAODNV0","As I promised during our meetings on SAP Reporting Issues last week, here is 
the list of Reporting Council Members for each Enron Business Unit.","A2WGW5Y3ZFBDEC","Read Later","2017-09-11 17:24:47 UTC"
"3JUDR1D0D5QHF6IQIOIB68DAI17Q2I","In a meeting today with Greg, it became clear that all of us running Net 
Works platforms are heading down the path of creating some form of a """"neutral 
hub"""" for the industry to use to exchange data.

At Greg's suggestion, I am trying to arrange meetings with PwC (Pat Guzman, 
Phil Greedy) and Accenture (Kenny Baldwin) on February 26 and/or 27 to see if 
either of them represent good candidates to administer the hub. The meetings 
will be held in the Enron building and should run about an hour.

My assistant will be contacting you/your assistants to coordinate these two 
meetings.

All the best,

Tom","A2WGW5Y3ZFBDEC","Read Later","2017-09-11 17:24:38 UTC"
"3W3RSPVVGRQF8LBF93KLV598RM4LU7","New! Staffing Requisition Form:
  
With the implementation of SAP, this form is now the critical key factor to 
(1) get your new employee paid, (2) charge to the appropriate dept., (3) 
create the necessary """"position"""" for the employee in SAP, and (4) post your 
opening to Web sites.   
To Expedite The Hiring Process,  please complete the attached form to request 
staff:  Additions, Replacements, Transfers, Contractors/Temporaries, and 
Part-Time Personnel. (RED sections only)  
Return this form via e-mail.


New! Candidate Interview Form:

We recognize the need to schedule candidate interviews as promptly as 
possible.     
To Expedite The Interviewing Process,  please complete the attached form when 
requesting a candidate to be interviewed. (RED sections only)  
Return this form via e-mail with the resume.   If you only have a hardcopy of 
the resume, please send this form and resume to me at EB-3658B.


Employee Referral Policy & Form:

To provide incentives for current domestic employees of Enron Corp. and it's 
subsidiaries referring applicants who are hired for regular full-time U.S. 
payroll-based positions within Enron. ($1,000 for non-exempt & $2,000 for 
exempt)
Return this form via e-mail with the resume.   If you only have a hardcopy of 
the resume, please send this form and resume to me at EB-3658B.

If you have any questions or need assistance with your new SAP data 
requested,  please let me know.

Thank you in advance for your cooperation, 
Toni Graham
Staffing Consultant
ENA Commercial Support","A2WGW5Y3ZFBDEC","Action Required","2017-09-11 17:25:32 UTC"
"3EAWOID6MSW2O4BTP087T7J32V30V3","There is a meeting this Wednesday with CMS about outsourcing.  We have been shortlisted.  

Who should attend the interview with the potential client?

GP","A2WGW5Y3ZFBDEC","Action Required","2017-09-11 17:25:55 UTC"
"3WRKFXQBOA6UZTNEY1KX6ANT66LIYO","FYI

I will be out of the office on Wednesday, March 28.  I will be in Austin interviewing 1st year MBA students for the Enron Scholarships.  This will be the third year that Enron will give two to three $10,000 scholarships to top MBA students for use in their second year in business school.  It's great PR for Enron on campus (largest MBA scholarships given) and it has helped in our recruiting efforts as well.  We hired one of the first scholarship winners and he now works as an Associate in Generation Investments in Enron Americas.  Gene Humphrey was the senior member of the four-person interview team.  Now that is me.  This is just a day trip, and I will check messages during breaks and will be back in Houston late Wednesday afternoon.  

 I will also be in New York on Friday, March 30.  Steve Kean asked that I be the Enron participant at a Women in Business panel discussion at Columbia School of Business.   I think that the list of female MD's with their MBA is a short one.","A2WGW5Y3ZFBDEC","Read Later","2017-09-11 17:26:02 UTC"
"3ECKRY5B1PVU4JXJUNMGKHWVC0PIZF","The attached memo details our proposal of a week ago to use SAP AR rather 
than Unify AR.  As of this morning, we finalized our decision to use the SAP 
AR system and to turn off Unify AR when SAP is implemented.  Please direct 
any questions to myself at X33179 or Melissa White at X35704.

Please feel free to forward this memo to anyone I may have forgotten who is 
interested.

Stephen","A2WGW5Y3ZFBDEC","Read Later","2017-09-11 17:25:46 UTC"
"3V8JSVE8YXPIJOLS2IU6LVP1EDEYEV","At this time, Energy Operations is not prepared to sign off that SAP 
development for Energy Operations has been completed and that based on what 
was seen at user reviews all requirements have been met.  Having been in your 
position on other projects, I understand your need for this sign-off.  In an 
effort to focus both our teams on resolving and remaining outstanding issues, 
we can provide the following list of known items which remain unclear to us.

Mapping profit centers/books
Inability to unit test the power interface due to lack of profit center 
definition for power
AR reporting by product/coordinator/counterparty
Reversal of prepay accruals for Financial Settlements
Netting control point for AP
Reporting Entities (Co 842)
Report Requirements
Cash forecasting tools
Netting intercompany offsetting 3rd party (FX)
Monetizations
Controls on writeoffs
Flex file upload

Call Melissa at X35704 for detailed explanations.  I'm available as always at 
X33179.

Stephen","A2WGW5Y3ZFBDEC","Read Later","2017-09-11 17:26:27 UTC"
"37MQ8Z1JQDVQO89C9YZ5JUGCHAP2YY","Weren't we supposed to be having a meeting on costs of back office services 
with the Heads of Origination?  Are we close to having this?

Thanks

Louise","A2WGW5Y3ZFBDEC","Action Required","2017-09-11 17:26:50 UTC"
"3YGE63DIN7WF3TBYFAD3F92H9450WD","Shukaly resigned and left.

But I assume the invitation will be extended to all of their groups so that 
whoever they want can attend. 

I would actually prefer that the presentation is actually circulated to the 
groups on Friday rather than presented as we will wait forever on getting an 
offsite together.  How about circulating the presentation and then letting 
them refer all questions to Rahil - see how much interest you get.  One on 
ones are much better and I think this is how Rahil should proceed.  We need 
to get in front of customers in the next couple of weeks.

Let's aim to get a least three customers this quarter.

Louise","A2WGW5Y3ZFBDEC","Action Required","2017-09-11 17:26:42 UTC"
"3E9ZFLPWOXR5ZOX4T5YVNWGK40RIXI","We need to run a little project over the next week or so.

I think it is time that you have someone inventory all the projects you have going in your group, sit down and go over them with me and then you and I make sure they still have support from a business unit or make sense at all.  Some of them involve IT resources and some don't.

I just want to take a breath for a moment and make sure every project you are doing (outside the daily operations that are so critical) is necessary and still has a sponsor at a business unit.  If not, we can stop several side projects and focus on the critical ones, save some money and make sure we get the 5 to 10 things that absolutely have to be done completed.

Your thoughts?

GP","A2653BIPJKEMRK","Action Required","2017-09-11 17:33:27 UTC"
"3UUIU9GZC44M6JT5HBE49KR9MIXT50","Have a good vacation.

 I talked to Rahil and he is going to focus a significant amount of his time 
with your team, from an origination perspective, on what you and I discussed 
yesterday.  We are also dedicating an analyst full time, that works for Marc 
Eichman in structuring, to work with Rahil and your team on getting the 
business plan and modeling completed for commercialization.

I am seeing Tom Gros today at 3 PM to discuss with him what I discussed with 
you yesterday.

Can we meet again this Thursday with you, your commercialization team and 
Rahil, Marc and the analyst to agree on what we want to accomplish in the 
next week or so?

Let me know your thoughts.

GP","A2653BIPJKEMRK","Action Required","2017-09-11 17:34:13 UTC"
"3EGKVCRQFVRKCL98SRSGKNJGBG1YBV","But I assume the invitation will be extended to all of their groups so that whoever they want can attend. 

I would actually prefer that the presentation is actually circulated to the groups on Friday rather than presented as we will wait forever on getting an offsite together.  How about circulating the presentation and then letting them refer all questions to Rahil - see how much interest you get.  One on ones are much better and I think this is how Rahil should proceed.  We need to get in front of customers in the next couple of weeks.

Let's aim to get a least three customers this quarter.

Louise","A2653BIPJKEMRK","Action Required","2017-09-11 18:13:46 UTC"
