"HITID","email","Worker","Answer","Date"
"31MBOZ6PANQJMRUFNCZL1ZN2KMXLCX","NAME	TITLE	DOH	BADGE	HR REP	SUPERVISOR	CO/RC
Griffin, Rebecca	Spec	6/19	yes	H.
				McLoughlin	Lisa Csikos	5-413
						0688
Myers, Donnie	Spec	6/19	yes	H.
				McLoughlin	Bryce Baxter	5-413
						2631
Schultz, Michelle	Spec	6/19	yes	H.
				McLoughlin	Kim Theriot	5-413
						0261","A2AAY4VT9L71SY","Neither","2017-09-11 17:07:34 UTC"
"386T3MLZLMU4DSFGH7XX1TZVRX208Y","As requested.","A2AAY4VT9L71SY","Neither","2017-09-11 17:08:06 UTC"
"3PZDSVZ3J4G6FNKL6A9IVTF3X4GN4O","The following new hire Analysts (commercial side) have been placed in their 
first rotation:

Analyst  Business Unit     Supervisor
Alberto Crespo  Commercial Transactions   Chris Helfrich
Niclas Egmar  Enron Research    Ronnie Chahal
Aaron Martinsen EES Account Operations & Process  Julian Travis
Mike Spuriell  EES Account Operations & Process  Julian Travis
John Weakly  Risk Management for Equity & Debt Trading Bennett Kauffman
Adrian Woolcock EES Gas Structuring    Debra Merril

Samuel Pak - He came in on the support side, but has been given a commercial 
role with Global Exploration & Production Steve Harper

Zeina El-Azzi has received an offer from the Commercial Transactions group, 
but has not yet accepted because she is waiting on an offer from the Middle 
Eastern Development group.
 
Ben Thomason has received three offers (Capital Structuring, APACHE 
Transaction Services, and Commercial Transactions)-  He is making a decision 
by the end of tomorrow.

Rahul Seksaria - He is interviewing with Larry Lawyer's group in ECI tomorrow.



The following Analysts on the commercial support side have been placed as 
indicated below:
Michael Benien  Business Analysis & Reporting   Norman Levine
Jody Crook  Gas Assets     Steve Venturatos
Israel Estrada  Global Rate Services    Mary Solmonson
Sharon Hausinger EES Commercial Risk Management  Barry Vanderhorst
Jennifer Keith  EES Financial Operations   Patrick Hanes
Christine Milliner Corporate HR     Suzanne Brown
Justin O'Malley  EES Gas Commodities    David Draper   
Adnan Patel  Global Counterparty    Mary Gosnell
Lauren Schlesinger EES Financial Planning    Matt Culver
Shirley Sidler  Global Products    Scott Earnest
Leah Stephens  Global Products    Kevin Sweeney
George Thomas Business Analysis & Reporting   Jody Pierce

Shilpa Chunchu - interviewing with groups
Angie Zeman - interviewing with groups


The following new hire Associate has been placed as indicated below:
Russell Dyk  Mid-Markets Trading    Jenn Fraser

Juan Cabrales - He has been extended two offers (Panama group and 
Structuring).  He is to make decision by Friday.  
","A2AAY4VT9L71SY","Read Later","2017-09-11 17:07:19 UTC"
"3Y40HMYLL0HA8FS4NMN96Z4VYVEUX2","Just wanted to thank you for last Thursday's presentation to the new hire 
Associates and Analysts.  I appreciate the time and effort spent on the 
presentation.

Sincerely,
Maricela Trevino","A2AAY4VT9L71SY","Read Later","2017-09-11 17:07:39 UTC"
"33NKDW9FFWHEMLB41V29CTIPRV7XCV","Attached below is a compilation of operational and information technology 
issues that effect the timeliness, effectiveness and accuracy of the Market 
Risk Management daily analysis.

Daily, we aggregate information regarding the origin of these issues to 
better diagnose where time, money and resources should be allocated to 
improve information flow.

Please call me if you have any questions regarding this document.","A2AAY4VT9L71SY","Read Later","2017-09-11 17:07:25 UTC"
"3M93N4X8HJMTYIVBHDD80PES20ESJW","These guys are using the technology we saw last week from OnExchange.  Amerex 
called me today to ask us to participate or (if we deemed it necessary) to 
take the lead in this project.  As always, James has the competitor info 
database on this stuff.  Please copy him on all material like this.

All the best,

Tom","A2AAY4VT9L71SY","Action Required","2017-09-11 17:08:16 UTC"
"3VZYA8PITNXLQAWEJ9QUP9P4P7105W","We have created four additional graphs to be published daily along with the 
DPR: 

Return on VaR (ROVAR)
Curve Shift P&L (Delta - Gamma) Sharpe Ratio
Risk - Return (Large)
Risk - Return (Small)

All of these graphs deal with the concept of risk-adjusted return.  The 
markets in which we operate have unlike risk characteristics.  Furthermore, 
Enron's appetite for risk also differs in each market.  As a result, it is 
difficult to compare returns in absolute terms.  Therefore, the approach of 
these graphs is to divide return by a measure of risk, in effect restating 
return numbers into a standard base (how many dollars we earn for every 
dollar we put at risk).


 For each business unit or commodity group, the ROVAR graph shows an average 
of daily total P&L divided by an average of daily VaR.  Higher ROVARs 
indicate better performance (relative to other business units).  For each 
business unit or commodity group there are two bars: the dark blue on the 
left shows ROVAR on a 4 week (20 business day) rolling basis, and the light 
blue on the right shows ROVAR on a 1 week (5 business day) rolling basis.  
Because of the shorter term, the 1 week ROVAR is more sensitive: it can be 
quite high or low, and it changes frequently.


The Sharpe Ratio graph is very similar in concept; it shows an average of 
daily curve shift P&L (both delta and gamma) divided by its standard 
deviation. This Sharpe ratio is uncomplicated by non-trading P&L (like new 
deals, reserves, and so forth).  Furthermore, whereas VaR is a forward 
looking statistic (the most we are likely to lose in one day with a given 
probability), standard deviation is backward looking (the actual volatility 
of our returns over the period). This graph also has two bars for every 
business unit or commodity group: a dark brown on the left showing the Sharpe 
ratio on a 4 week rolling basis, and a light brown on the right showing the 
ratio on a 1 week basis.

The Curve Shift P&L Sharpe Ratio and the ROVAR graphs complement each other 
well.  They measure different things, but if our P&L is composed mostly of 
curve shift, and if our VaR closely predicts curve shift volatility, the two 
statistics should be very close.


Sometimes it is interesting to see the actual magnitude of the P&L relative 
to the risk.  We therefore put together the Risk - Return graphs.  On the 
vertical axis, they show 4 week rolling average P&L.  On the horizontal, they 
show 4 week rolling average VaR.  The various business units are plotted as 
points on the graphs.  These graphs are closely related to the 4-week ROVARs, 
in that the vertical value of every point divided by its horizontal value is 
the business unit's ROVAR (average P&L / average VaR).  Another way of 
looking at these graphs is that the slope of a line connecting the origin 
(0,0) with the plotted point of a business unit is its ROVAR.  Books with 
small risks and returns (< $2 million) are plotted on the ""Small"" graph, and 
the rest, on the ""Large"".

These graphs are based on the DPR Database that we built to standardize and 
capture the information that is reported in the DPR.  Most, but not all of 
the information in the DPR currently flows from the database.  As a result, 
we do not have ROVARs or Sharpe Ratios for every business unit.  As we 
continue to set up exports into the database, we will fill in the missing 
numbers.

We will e-mail you these graphs every day until we can publish them on the 
intra-net.  Please remember to launch the file in Excel, instead of using the 
Lotus Notes viewer.  The VaR Limit Usage graphs that we created last week are 
already on the web.  We hope that you find all of these useful.

Regards,
Eugenio Perez","A2AAY4VT9L71SY","Read Later","2017-09-11 17:08:28 UTC"
"3SMIWMMK604VJFNEDHRN4GQOPT8UW9","Hi - I just wanted to give you a quick run down on the meeting yesterday.  
Three people spoke at the meeting - Jeff McMahon, Louise and Philippe.  There 
was a lot of attention given to EnronOnline and it's success.  Greg Whalley 
spoke via satellite from London.  The basic theme was what it is going to 
take to survive in today's fast moving markets and how we are going to get 
there, and that in five years all businesses will be Internet companies or 
not companies at all.....  

Greg spoke briefly about what we were going to do to upgrade and expand 
existing platforms and the fact that no other player in the industry can do 
this but us because of our financial capabilities, reputation, and IT 
resources.  

Louise went over statistics, products offered, etc. on EnronOnline.

Philippe discussed all the IT projects in the works - the key one for ENA was 
enhancement of deal capture, valuation and settlements (no surprises 
there!).  One other common theme was streamlining our current systems.   He 
also confirmed the fact that we were moving from Lotus Notes to Exchange, and 
discussed the fact that we were running out of space in the building for our 
equipment (and the ability to keep the room cool) so they were looking to 
Ardmore for this.  

Jeff M. stated that we were looking for opportunities to capitalize on 
inefficiencies in the market, and get into other industries (e.g. MG Metals 
in Europe).  He also stated that Enron was going to Venture Capitalists for 
financial support and backing.  Of course, this means that Enron will have to 
give up some control, but it leads to increased deal flow, market share and 
new ideas....  He said the initial backing will be in the neighborhoods of 
$1B - most likely in Q3.  

I tried to capture the main topics, let me know if you have any questions!

Sheri","A2AAY4VT9L71SY","Read Later","2017-09-11 17:08:21 UTC"
"3L4YG5VW9MRAT7C1ARW82SXFWD7DD9","Souad has been cleared for employment with a start date of Monday, February 
21, 2000.  She will assume a Sr. Specialist role in the Risk Mgmt - 
Physical/Financial group.  She is scheduled for orientation from 8 - 5 pm, 
reporting to you Tuesday morning.  I have contacted Souad with her first day 
instructions.  For your set-up purposes, her ss# is 456.81.6050.  

Let me know if I can be of further assistance.

Thanks!
Gail","A2AAY4VT9L71SY","Read Later","2017-09-11 17:08:34 UTC"
"3UXQ63NLA9L0CM299C3QQFHK21XLBQ","Good morning.  I'm attaching the agenda for this week.  After you speak to 
Sally regarding the audio visual needs, please page me @ 1-877-497-7713.

Thank you,
Maricela Trevino","A2WGW5Y3ZFBDEC","Action Required","2017-09-11 17:17:49 UTC"
"3NI0WFPPI8FH9EWSOS0ZHF34L2C06C","Communication is one of Enron=01,s key values.   In our continuing effort to
increase communication with our customers, Enron Net Works is hosting a
Technology Showcase.  The purpose of this showcase is to keep you, our
customer, aware of the tools available to you today as well as plans for the
future.  Come see and hear about the future of Laptops, Desktops,
Operating Systems, Messaging, and much more.

Date: Friday, May 19, 2000
Time: 10:00 - 2:00
Place: Enron Plaza

Come join the fun and learn more about:\

Demonstrations
Information Booths
Prizes (Must complete survey to be eligible for drawing.)

So, mark your calendars and don=01,t forget to stop by and see your
Technology Team in Action!  We look forward to seeing you there!

Susan Lopez
Director, Customer Care
713-853-7947","A2WGW5Y3ZFBDEC","Read Later","2017-09-11 17:17:30 UTC"
"3S829FDFT10ORDHI1RXKWZ07CVJXDV","Rick

Please find attached two presentations on current position/challenges with 
the Metals group and inventory balances in particular. 

The former outlines the 'Control' view of integration efforts - past, current 
and urgent future
The latter is a summarised response to your earlier concerns over inventory 

I look forward to discussing these with you at 9.30am / 15.30 pm ( London ).

Mike","A2WGW5Y3ZFBDEC","Read Later","2017-09-11 17:18:14 UTC"
"36MUZ9VAE51FLDQ16M7S8AF0WP8DE2","There will be a meeting on Tuesday, Dec. 5th in EB 21C2 from 3:00pm - 
4:00pm.  This will be a follow-up meeting to discuss the payment module.  
Please plan to attend.  If there are any conflicts with the meeting time,  
please contact me at x31914.

Thanks,
Brenda","A8NUCTL00M11Q","Action Required","2017-09-11 17:21:18 UTC"
"38G0E1M85L4I4QN9N7MRIE7AIK6UVZ","Leslie Reeves is working on the Tom Gros project (let me know if you need 
details on this).  She has asked for top 25 counterparties on EnronOnline.   
In short, there is a new Texas law in the works that will allow for 
electronic confirming of deals, and they want to determine if any of the top 
25 are Texas companies so that we can pursue confirming deals 
electronically.  

Just wanted to get your approval before sending it on to her.

thanks
Sheri","A8NUCTL00M11Q","Action Required","2017-09-11 17:22:12 UTC"
"3IVKZBIBJZ8X7C0LTDANOCYDP8ASHR","Well,
today (or rather yesterday) it happened.  We have been pushing our limits 
hard and the makets here have been very volatile.  We had a large increase in 
North American Natural Gas VAR due to the breaking apart the Rockies/SoCal 
basis correlation.  This am, we were attempting to get firm numbers on the 
effect on our corporate limits so that we could provide 
Jeff/Delainey/Lavorato/Buy/.... the information to make decisions whether or 
not to reduce positions.  The number was not firm until 11 am houston time.  
My understanding is that the Houston numbers were all in before 8 am and that 
we were waiting for London.  While I am sure that there are issues all around 
and I do not think that anyone Senior in Houston is even aware, let alone 
prepared to blame, I fear that this will not always be the case.  I think 
something needs to be changed in our process so that this can be avoided in 
the future.   

Please do not take this as a nasty-gram.  No one is cc'd or bcc'd.  I just 
think that it will be deemed unacceptable.
Any thoughts/comments?
Ted","A8NUCTL00M11Q","Action Required","2017-09-11 17:21:46 UTC"
"3G4VVJO6PYFRWAL17H9Q6Z9UU57PKC","Sally

I would welcome the opportunity to walk you through these presentations if 
you have time. It has been 6 weeks - 2 months since we did an integration 
update for Rick and hopefully this will demonstrate that we are out of 
integration and managing more in the line as if it was any other business - 
with it's usual set of problems.

I am also using this report to update Joe Gold who has been moved by the 
office of the chair to President of the EnronMetals Group 

Hope all is well 

Mike ","AS9E0S6DBSWH7","Action Required","2017-09-11 17:25:17 UTC"
"3HRWUH63QT1OB6OLKFSS0LLHX0BN5T","Francisco Luis officially accepted today with a transfer date of February 1, 
2000.  He will assume a Staff position, in the Risk Controls-Operational 
department, reporting to Carrie Hollomon.   Please let me know if I can be of 
further assistance.  

Thanks!
gf","AS9E0S6DBSWH7","Read Later","2017-09-11 17:26:33 UTC"
"3MVY4USGB5MX37B5ZVS8OOZSPLPSIK","I didn't see this in the competitive analysis folder.  As always, it is good 
to know you are on top of it.","AS9E0S6DBSWH7","Read Later","2017-09-11 17:30:09 UTC"
"3UYRNV2KISY7YO7NIDZVC5V8ZQCN8V","Hello!

We are the Elves in Black and we are having a Holiday Raffle in the Enron 
Lobby to raise money for the Analyst & Associate Adopt-A-Family Program. Our 
table is located near the big Christmas tree and the escalators that go up to 
the Energizer. We are selling raffle tickets, 1 for $1 or 6 for $5, December 
4-7 from 11:00-2:00. The prize is a Night on the Town: $100 Papas gift card 
and two tickets to the play, ""A Christmas Carol"" showing at the Alley Theatre 
on Sunday, December 17 at 7:30 PM. The winning ticket will be picked later 
this week. Even if your ticket is not picked, you are still a winner by 
helping support this great program!

For more information please contact Khrissy Griffin (5-4997).

Thank you, The Elves in Black","A2653BIPJKEMRK","Read Later","2017-09-11 17:34:22 UTC"
