"HITID","email","Worker","Answer","Date"
"3SU800BH85RQZIRS18SHCR821SRQU1","Greetings:

Sue Landwehr will be sending around a more comprehensive summary of what 
happened at today's FERC hearnig in Boise but asked me to pass along the 
following.

Each state was only allowed to have two people at the table.  For California 
it was Assembly Speaker Hertzberg and Geoff Brown (newly appointed CA PUC 
Commissioner).  

Hertzberg did a credible, matter-of-fact job of explaining what California's 
doing to resolve the crisis (nice to know that there's someone out there who 
can explain what the heck California's doing).  Hertzberg then asked that 
FERC do """"its part"""" by imposing price caps in Western wholesale markets.

Hertzberg didn't mention the PG&E bankruptcy or Davis' deal with Edison.

Overall, the """"no price cap"""" message won the day (though Breathitt seems to be 
under considerable pressure to give in to caps).

The Governor of Arizona (Jane Hull) had a staffer deliver a letter signed by 
9 republicant governors opposing price caps.  Sue will be distributing the 
letter.

Best,
Jeff","A1GKEEI844CEKI","Action Required","2017-09-11 17:24:23 UTC"
"3NZ1E5QA6Y0MAXZOHPNJ9QLNGBYB5T","Attached is the executive summary from the second California
statewide survey.  Please let me know if you need anything else.
Thanks","A2N7I0331X72Z7","Action Required","2017-09-11 17:24:17 UTC"
"3XAOZ9UYRYQAQL0UZKIX1P35QVU1QD","- A couple of questions:

- Is the subscription dedicated to a particular user name, or is it something 
like a membership number? It would be helpful to be able to be able to watch 
the big meetings on one of the plasma screens, which would work with either 
login method.  If the subscription is tied to a membership number we could 
use any machine as the projecting machine.
- Is Real Video part of the Enron standard offering, special software that 
we'd need to order, or a freebie we can download like RealPlayer?

Thanks!","A20BMZQJS92QY2","Action Required","2017-09-11 17:25:29 UTC"
"3NKW03WTLL63RMGXW87IUFTZM82QW0","You ought to take a look at this.  I completely agree with the approach, 
especially continuing to own the ball and ramping up the pressure.  The 
specific language is in the fourth paragraph.  (I know the """"Indian English"""" 
is a bit stilted.)

Mark","A2WGW5Y3ZFBDEC","Action Required","2017-09-11 17:27:14 UTC"
"38LRF35D5KVYSHLQ3XGLZJFRR0DU32","Sorry that we haven't talked in some time.  I thought that you would want
to take a look at some analysis we have recently completed with regard to
the California Power Crisis.  You may find some of the analysis to be
helpful.  Let me know if you have any questions.","A2WGW5Y3ZFBDEC","Read Later","2017-09-11 17:27:06 UTC"
"3M47JKRKCW0ZR31VJWDEAU9M40O685","Earlier today DPC notified the government of Maharashtra that they were 
initiating arbitration over the GoM's failure to live up to it's state 
support agreements.  There have not yet been any media inquiries, but expect 
the issue to be covered tomorrow.  Attached for your information is the 
statement we will use to respond.

John","A2WGW5Y3ZFBDEC","Action Required","2017-09-11 17:27:25 UTC"
"3KI0JD2ZU0HVRPWC9RL8WUDRTGI67I","Please see appointment list attached below:


KES Kingsburg L.P. (QF?)
City of Palo Alto (pension holdings?)
Enron Corp & Affiliates
State of Tennessee (pension holdings?)
Dynegy Power Marketing, Inc.
The Davey Tree Co. (vendor)
GWF Power Systems (QF)
U.S. Bank (Trustee on PCB's)
Merrill Lynch (CP holder?)
The Bank of New York (Bond Trustee)
Bank of America (Agent on revolver)","A2WGW5Y3ZFBDEC","Read Later","2017-09-11 17:27:32 UTC"
"3RHLQY6EDS3XTBT8HGVFZO39J0F4DO","Have a great day!","A2WGW5Y3ZFBDEC","Read Later","2017-09-11 17:30:16 UTC"
"33EEIIWHK66QCXGS6Y2M8DALFZ0QVQ","Per your request, I spoke to Janet Butler yesterday after the FERC meeting on 
options available to our group to view FERC meetings.  Janet told me that 
Shelley's group has an annual contract with Capitol Connection that costs 
$500 plus $90 for every additional connection annually.  The contract is 
being renewed in the next week.  Janet indicated that Shelley's group pays 
the charges and bills to our cost center.

Capitol Connection allows access to all other FERC meetings, such as the 
California Wholesale Conference.   We need to have Real Video access in order 
to view the meetings.

Eric","A2WGW5Y3ZFBDEC","Read Later","2017-09-11 17:30:50 UTC"
"3YKP7CX6G1E1X1D75I2G7AZJ7HTB78","Eric, Here's Jon's latest email.  

Yo Ma:

Yep, I'll fax the hotel today or tomorrow and let them know our lodging
dates. I've already received the lodging dates from the Brouwers and
Rasmussens.

Ai Ping and I are doing fine. The weather in Wuxi the last week has been
heavenly. The wedding planning is going ok. It will all hopefully take shape
in the next month. The post-wedding travel planning will be done during this
period also, we have to wait to purchase plane tickets, etc.

Hope you liked the wedding invitations. The Chinese don't have special
wedding invitations printed for themselves. They just buy them and write out
the details. Fine with me. I didn't include RSVP details because it seemed
pointless: everybody who's planning to come to the wedding already knows
about it. The others don't need to write back and tell me they can't come.

Go ahead and bring Ai Ping's parents a small gift- that would be nice. It
needn't be big, or expensive, just something to let them know you're happy
to meet them.

Glad to hear that Uncle Darrel and Grandpa Jack were able to come over for
Easter dinner. Should I mail them wedding invitations? I don't want to
exclude them from the process just because they can't attend the wedding.

Sounds like the trip to Beijing will be a circus. That's fine: there is
power in numbers. When we're gawked at we can return in unison open-mouthed
expressions of befuddlement. We'll be a parade of big-noses. We should
charge admission.

Hope all is great in FF. Good luck finishing up the grad class. Take care!

Love,

Jon","A2WGW5Y3ZFBDEC","Read Later","2017-09-11 17:30:29 UTC"
"3QGHA0EA0IZGNGE8DQASZQY0081WBU","How about either next Tuesday or Thursday?

Phillip","AS9E0S6DBSWH7","Action Required","2017-09-11 17:30:11 UTC"
"371QPA24C1NNI1SMGOCS6UESA2T1TR","Thanks for your voice mail.  I think that attaching an addenum to the CA will 
be the right way to go.

What we want on the Exclusivity Agreement is, to the extent not already 
included in the text of the CA, to preclude NFG from:

1.  Until the end of 2001 to engage other parties with information gathered 
from Enron through the joint effort (values, curves, volatilities, 
presentations, text, etc.)
2.  Until the end of 2002, to utilize ENE's name or our interest in a 
transaction with them as material information to be shared through financial 
releases or non-material marketing information relases.
3.  Engaging, until the end of 2001, with agreements with other energy 
outfits that include both financial as well as physical upgrades to their 
system.
4.  Utilizing ENE's financing structures and accounting with other parties.  
Before these are presented to the client these will be clearly presented to 
the client as such so that there is clear understanding of what these are.

Provided my lack of a deeper understanding of how these agreements should 
work this is my swag.  If there are related issues or points that you feel 
are missing please add them in.

Thanks,

Miguel","A2WGW5Y3ZFBDEC","Read Later","2017-09-11 17:32:19 UTC"
"3BAKUKE49GBA2MFUCZ7X6FDAMHW1RE","Attached is the information on talent moves within Enron.  The numbers are 
for Enron's domestic workforce only.  The bottom line is that the EBS and EES 
redeployment figures are not unusual for Enron:  We moved over 3000 employees 
last year (about 25% of our domestic workforce).  Most of these moves are 
attributable new business startups (eg EGM, ENW and EIM) and normal course of 
business transfers within the company.  The formal redeployment process makes 
up only a small fraction of the total moves in the company. ","AS9E0S6DBSWH7","Read Later","2017-09-11 17:32:24 UTC"
"371DNNCG4315T1C7F9L7L410O8Z8TI","Attached, for your information and reference, is copy of a presentation that
was created as an internal briefing document on the business activities=20
within EGM.  The purpose of this presentation is to communicate our=20
activities and provide individuals with a more detailed reference document 
on these businesses in case they come up in Q&A.

This is a confidential and internal document, which includes earnings=20
targets, goals and objectives.  We have a shorter more external version that we use to describe our businesses.  I can provide that copy if you are interested.

Please don’t hesitate to contact me if you have any questions or would like to discuss this in more detail.

Thanks,
mike","AS9E0S6DBSWH7","Read Later","2017-09-11 17:30:19 UTC"
"3UV0D2KX1LIURV748MQ5NO6UVDV4FZ","Attached is the latest attendee list for the Advisory Council meeting.  
Please let me know if you have any questions.

Vanessa","AS9E0S6DBSWH7","Read Later","2017-09-11 17:32:30 UTC"
"3CZH926SIBD2LH78DB6Z56LUJCG4EH","Dennis Vegas has requested budget information from Kelly on the people from 
EBS that are transferring over to Corp.  Kelly is on vacation now, for the 
next week and a half, and I wanted to check with you to make sure that it is 
OK to share these documents with him.  They are what Kelly reviewed with you 
in your initial meeting regarding the subject.  He only asked for information 
on the people shifting to Corp, not the people on redeployment, so I could 
delete that portion of these documents.  Perhaps I could only send him the 
first document that is about budget, but with the redeployment information 
taken out.

Sorry to bother you, but I am concerned about doing the right thing and 
following protocol in Kelly's absence.

Thanks, Stacy","A2WGW5Y3ZFBDEC","Read Later","2017-09-11 17:32:34 UTC"
"3OWZNK3RYKO97ZP7ZX2GG9AZLMDU2R","As a follow up to your  email I spoke to Janet Butler again about the ability 
to view FERC meetings.  Jan told me that the password is not tied to one 
location.  The password works for all locations.  A location equals a 
person/user.  The only requirement is to have Real Video access which Jan 
informs me is on the ENA Lan.  My understanding from Jan Butler is that the 
cost is $90 per user/location per month.

I will send the request to Jan to add two users/locations per your request.  
Jan will need names for the locations.  Do you want the locations to be in 
your name and Steve's or how do you want to set that up.

Eric","A2WGW5Y3ZFBDEC","Action Required","2017-09-11 17:32:55 UTC"
"3DW3BNF1GGHK6TGWK4LMMMPLLTF8VY","Wanted to thank you again for reviewing the strategy as simple rules 
article.  It is forthcoming in the next Harvard Business Review and will send 
you some reprints once the magazine hits the newsstands. 

Also wanted to gauge your interest in a possible even at the Harvard Business 
School in April 2001.  We are currently finalizing our plans for the 
Entrepreneurial Manager--a first year course on entrepreneurship taken by all 
1,000 of our MBA students.  As part of the course, we will feature an 
entrepreneurial company as the capstone class in the course.  Last year we 
featured Intuit, taught an Intuit case study and hosted Scott Cook who spoke 
to the entire MBA class.  The session was a huge success--the highest rated 
class in our course and had a lasting impact on how our students think about 
entrepeneurship.  We were wondering whether you and your colleagues might be 
interested in being our featured company this year.  

If you decided to proceed, we would first write a case study focused on the 
process of creating new ventures within Enron.    The case would probably 
consist of three portions:  an overview of the Enron corporation, an in-depth 
description of one or two ventures successfully formed in the past, and a 
profile of someone currently attempting to start a new venture within 
Enron.   In preparing the case, we would draw heavily on existing case 
studies, articles, and book chapters profiling Enron to avoid duplicating 
effort.   We would then supplement our desk research by interviewing 
approximately 15-20 Enron employees, including top management team members 
(especially Ken Lay and Jeff Skilling), some folks involved in past ventures, 
and the people currently attempting to start a new venture.  Each interview 
would take approximately 60 minutes.  We could probably complete the bulk of 
the interviews in a two to three day visit to Enron, supplemented by 
telephone interviews.  The ideal timing for these interviews from our 
perspective would be the last week of November or the first few weeks of 
December.  We would then return to Boston, write a draft of the case and then 
submit that to you for review and clearance in January.  We could then make 
any last minute changes before distributing the case to the students for the 
April discussion.  

In addition to writing the case study, we would like to invite a group of 
Enron executives to HBS when we discuss the case in April.    The ideal date 
would be the 27th of April, but we could schedule the Enron day the 23rd, 
24th or 25th if the 27th were impossible for you.  Last year Intuit sent 
along six folks--some junior, some senior--each of whom sat in at least one 
of our class discussions.  In addition, Scott Cook spoke to the entire MBA 
class.  We would like to follow the same format this year, so it would be 
super if either Jeff or Ken (or in the best of all worlds, both!) could speak 
to the MBAs as a whole.  With Intuit last year, we kicked off at about 8:30 
and wrapped everything up by approximately 1:00.  We would shoot for roughly 
similar timing this year.  

Many of our students equate entrepreneurship with start-ups, and this day is 
designed to show them that it is possible (although extremely difficult) for 
large companies to be entrepreneurial.  As such, you and your colleagues 
would be providing an invaluable service to our students, and we would be 
deeply grateful for your contribution.  The event might also have some direct 
benefits to Enron in terms of increased profile among our students.  If you 
were interested, we could also explore opportunities to leverage this event 
to further increase Enron's profile as a leader of the New Economy.  We 
might, for instance, bundle the case study with a teaching note and edited 
video as a module on """"entrepreneurship in large companies"""" and distribute it 
to other business schools through Harvard Business School press.  My 
colleagues and I would be most grateful for your cooperation and would be 
happy to explore ways that you might increase your return on the time 
invested.  

Please let me know if this opportunity might be of interest to you and your 
colleagues and how you would like to proceed.  I very much look forward to 
hearing from you.  

Don","A2WGW5Y3ZFBDEC","Action Required","2017-09-11 17:33:12 UTC"
"38B7Q9C28F4Z58K5OOJSAQ4XO6669U","I am very interested in pursuing this and I believe Enron presents an ideal 
case study for the purposes you outlined.  I am copying Christie Patrick on 
this message and asking her to coordinate this for us.  Christie has worked 
on other case studies and will be very helpful in navigating Enron for you.","AS9E0S6DBSWH7","Read Later","2017-09-11 17:32:37 UTC"
"3ECKRY5B1PVU4JXJUNMGKHWVC0PZIW","Phillip,
 Below is the issues & to do list as we go forward with documenting the 
requirements for consolidated physical/financial positions and transport 
trade capture. What we need to focus on is the first bullet in Allan's list; 
the need for a single set of requirements. Although the meeting with Keith, 
on Wednesday,  was informative the solution of creating a infinitely dynamic 
consolidated position screen, will be extremely difficult and time 
consuming.  Throughout the meeting on Wednesday, Keith alluded to the 
inability to get consensus amongst the traders on the presentation of the 
consolidated position, so the solution was to make it so that a trader can 
arrange the position screen to their liking (much like Excel). What needs to 
happen on Monday from 3 - 5 is a effort to design a desired layout for the 
consolidated position screen, this is critical. This does not exclude 
building a capability to create a more flexible position presentation for the 
future, but in order to create a plan that can be measured we need firm 
requirements. Also, to reiterate that the goals of this project is a project 
plan on consolidate physical/financial positions and transport trade capture. 
The other issues that have been raised will be capture as projects on to 
themselves, and will need to be prioritised as efforts outside of this 
project.

I have been involved in most of the meetings and the discussions have been 
good. I believe there has been good communication between the teams, but now 
we need to have focus on the objectives we set out to solve.

Richard  ","A2WGW5Y3ZFBDEC","Read Later","2017-09-11 17:37:06 UTC"
"306W7JMRYXX5XFIQFNUMLAVEI1ZB8V","Here is the latest draft.  I draw your particular attention to the
following:

1.  We have been told by El Paso that the contract assignment has been
approved and is being implemented and presumably will be done by Tuesday.
We have drafted the contract to be solely with ET Gas.  Lisa, you will not
need to reflect any additional parties in the Master Netting Agreement
amendement you are preparing.  Steve, the notice that you are drafting will
only apply to ET Gas.  Please e-mail those documents to everyone on the PG&E
team listed above.

2.  The text of Section 2 (c) is new, but it is intended to capture your
agreement that we will get $30 million in cash back and additional trading
margin when the capacity release is done, subject to current market
positions.

3.  Section 5 now punts the value calculation to an Exhibit.  We have
Barry's e-mail and are reviewing.

 I will be at home tomorrow for most of the day.  I can be reached at
301-320-2354.  I will also be checking voice mail.  I can receive e-mails at
lismeier@aol.com, but please also copy my work e-mail.

Thanks, Peter","A2WGW5Y3ZFBDEC","Action Required","2017-09-11 18:31:00 UTC"
"3EQPA8A373VQZUHPC57GWIBVPFEZJ8","Per Gerald Nemec's request, please see the attached confidentiality agreement 
for your further handling.

Thanks","A2WGW5Y3ZFBDEC","Action Required","2017-09-11 18:32:36 UTC"
